Iteration,Solver,Objective,Violations
20,Tabu Search,27,6136
21,Tabu Search,27,6012
22,Tabu Search,27,5908
23,Tabu Search,27,5794
24,Tabu Search,26,5675
25,Tabu Search,26,5577
26,Tabu Search,25,5463
27,Tabu Search,25,5347
28,Tabu Search,26,5235
29,Tabu Search,26,5131
30,Tabu Search,26,5039
31,Tabu Search,26,4934
32,Tabu Search,26,4820
33,Tabu Search,26,4701
34,Tabu Search,26,4580
35,Tabu Search,26,4499
36,Tabu Search,26,4380
37,Tabu Search,27,4271
38,Tabu Search,27,4188
39,Tabu Search,27,4097
40,Tabu Search,27,3985
41,Tabu Search,27,3904
42,Tabu Search,27,3824
43,Tabu Search,27,3711
44,Tabu Search,27,3597
45,Tabu Search,27,3488
46,Tabu Search,27,3388
47,Tabu Search,27,3300
48,Tabu Search,27,3224
49,Tabu Search,27,3159
50,Tabu Search,27,3070
51,Tabu Search,27,2980
52,Tabu Search,27,2901
53,Tabu Search,27,2843
54,Tabu Search,27,2789
55,Tabu Search,27,2739
56,Tabu Search,27,2656
57,Tabu Search,27,2600
58,Tabu Search,27,2523
59,Tabu Search,27,2442
60,Tabu Search,27,2368
61,Tabu Search,27,2311
62,Tabu Search,28,2241
63,Tabu Search,28,2171
64,Tabu Search,28,2114
65,Tabu Search,27,2058
66,Tabu Search,27,2005
67,Tabu Search,27,1952
68,Tabu Search,27,1891
69,Tabu Search,27,1840
70,Tabu Search,27,1785
71,Tabu Search,28,1730
72,Tabu Search,28,1675
73,Tabu Search,28,1621
74,Tabu Search,28,1571
75,Tabu Search,28,1519
76,Tabu Search,28,1465
77,Tabu Search,28,1412
78,Tabu Search,28,1360
79,Tabu Search,28,1305
80,Tabu Search,28,1255
81,Tabu Search,28,1205
82,Tabu Search,28,1144
83,Tabu Search,28,1093
84,Tabu Search,28,1045
85,Tabu Search,28,1001
86,Tabu Search,28,953
87,Tabu Search,28,900
88,Tabu Search,28,855
89,Tabu Search,29,807
90,Tabu Search,29,763
91,Tabu Search,30,719
92,Tabu Search,30,673
93,Tabu Search,30,623
94,Tabu Search,30,575
95,Tabu Search,30,533
96,Tabu Search,30,495
97,Tabu Search,29,448
98,Tabu Search,29,406
99,Tabu Search,29,361
100,Tabu Search,29,322
101,Tabu Search,30,280
102,Tabu Search,30,261
103,Tabu Search,30,246
104,Tabu Search,30,200
105,Tabu Search,30,161
106,Tabu Search,30,126
107,Tabu Search,30,89
108,Tabu Search,30,78
109,Tabu Search,30,72
110,Tabu Search,30,62
111,Tabu Search,30,46
112,Tabu Search,30,37
113,Tabu Search,30,31
114,Tabu Search,30,25
115,Tabu Search,30,19
116,Tabu Search,30,14
117,Tabu Search,30,11
118,Tabu Search,30,7
119,Tabu Search,30,4
120,Tabu Search,30,3
121,Tabu Search,30,2
122,Tabu Search,30,0
123,Tabu Search,30,0
124,Tabu Search,30,0
125,Tabu Search,30,0
126,Tabu Search,30,0
127,Tabu Search,29,0
128,Tabu Search,29,0
129,Tabu Search,29,0
130,Tabu Search,29,0
131,Tabu Search,29,0
132,Tabu Search,29,0
133,Tabu Search,29,0
134,Tabu Search,28,0
135,Tabu Search,28,0
136,Tabu Search,28,0
137,Tabu Search,28,0
138,Tabu Search,28,0
139,Tabu Search,28,0
140,Tabu Search,27,0
141,Tabu Search,27,0
142,Tabu Search,27,0
143,Tabu Search,27,0
144,Tabu Search,27,0
145,Tabu Search,27,0
146,Tabu Search,27,0
147,Tabu Search,27,0
148,Tabu Search,26,0
149,Tabu Search,26,0
150,Tabu Search,26,0
151,Tabu Search,26,0
152,Tabu Search,26,0
153,Tabu Search,26,0
154,Tabu Search,26,0
155,Tabu Search,26,0
156,Tabu Search,26,0
157,Tabu Search,26,0
158,Tabu Search,26,0
159,Tabu Search,26,0
160,Tabu Search,26,0
161,Tabu Search,26,0
162,Tabu Search,26,0
163,Tabu Search,26,0
164,Tabu Search,25,0
165,Tabu Search,25,0
166,Tabu Search,25,0
167,Tabu Search,25,0
168,Tabu Search,25,0
169,Tabu Search,25,0
170,Tabu Search,25,0
171,Tabu Search,25,0
172,Tabu Search,25,0
173,Tabu Search,25,0
174,Tabu Search,25,0
175,Tabu Search,25,0
176,Tabu Search,25,0
177,Tabu Search,25,0
178,Tabu Search,25,0
179,Tabu Search,25,0
180,Tabu Search,25,0
181,Tabu Search,25,0
182,Tabu Search,25,0
183,Tabu Search,25,0
184,Tabu Search,25,0
185,Tabu Search,25,0
186,Tabu Search,25,0
187,Tabu Search,25,0
188,Tabu Search,25,0
189,Tabu Search,25,0
190,Tabu Search,25,0
191,Tabu Search,24,0
192,Tabu Search,24,0
193,Tabu Search,24,0
194,Tabu Search,24,0
195,Tabu Search,24,0
196,Tabu Search,24,0
197,Tabu Search,24,0
198,Tabu Search,24,0
199,Tabu Search,24,0
200,Tabu Search,24,0
201,Tabu Search,24,0
202,Tabu Search,24,0
203,Tabu Search,24,0
204,Tabu Search,24,0
205,Tabu Search,24,0
206,Tabu Search,24,0
207,Tabu Search,24,0
208,Tabu Search,24,0
209,Tabu Search,24,0
210,Tabu Search,24,0
211,Tabu Search,24,0
212,Tabu Search,24,0
213,Tabu Search,24,0
214,Tabu Search,24,0
215,Tabu Search,24,0
216,Tabu Search,24,0
217,Tabu Search,24,0
218,Tabu Search,24,0
219,Tabu Search,24,0
220,Tabu Search,24,0
221,Tabu Search,24,0
222,Tabu Search,24,0
223,Tabu Search,24,0
224,Tabu Search,24,0
225,Tabu Search,24,0
226,Tabu Search,24,0
227,Tabu Search,24,0
228,Tabu Search,24,0
229,Tabu Search,24,0
230,Tabu Search,24,0
231,Tabu Search,24,0
232,Tabu Search,24,0
233,Tabu Search,24,0
234,Tabu Search,24,0
235,Tabu Search,24,0
236,Tabu Search,23,0
237,Tabu Search,23,0
238,Tabu Search,23,0
239,Tabu Search,23,0
240,Tabu Search,23,0
241,Tabu Search,23,0
242,Tabu Search,23,0
243,Tabu Search,23,0
244,Tabu Search,23,0
245,Tabu Search,23,0
246,Tabu Search,23,0
247,Tabu Search,23,0
248,Tabu Search,23,0
249,Tabu Search,23,0
250,Tabu Search,23,0
251,Tabu Search,23,0
252,Tabu Search,23,0
253,Tabu Search,23,0
254,Tabu Search,23,0
255,Tabu Search,23,0
256,Tabu Search,23,0
257,Tabu Search,23,0
258,Tabu Search,23,0
259,Tabu Search,23,0
260,Tabu Search,23,0
261,Tabu Search,23,0
262,Tabu Search,23,0
263,Tabu Search,23,0
264,Tabu Search,23,0
265,Tabu Search,23,0
266,Tabu Search,23,0
267,Tabu Search,23,0
268,Tabu Search,23,0
269,Tabu Search,23,0
270,Tabu Search,23,0
271,Tabu Search,23,0
272,Tabu Search,23,0
273,Tabu Search,23,0
274,Tabu Search,23,0
275,Tabu Search,23,0
276,Tabu Search,23,0
277,Tabu Search,23,0
278,Tabu Search,23,0
279,Tabu Search,23,0
280,Tabu Search,23,0
281,Tabu Search,23,0
282,Tabu Search,23,0
283,Tabu Search,23,0
284,Tabu Search,23,0
285,Tabu Search,23,0
286,Tabu Search,23,0
287,Tabu Search,23,0
288,Tabu Search,23,0
289,Tabu Search,23,0
290,Tabu Search,23,0
291,Tabu Search,23,0
292,Tabu Search,23,0
293,Tabu Search,22,0
294,Tabu Search,22,0
295,Tabu Search,22,0
296,Tabu Search,22,0
297,Tabu Search,22,0
298,Tabu Search,22,0
299,Tabu Search,22,0
300,Tabu Search,22,0
301,Tabu Search,22,0
302,Tabu Search,22,0
303,Tabu Search,22,0
304,Tabu Search,22,0
305,Tabu Search,22,0
306,Tabu Search,22,0
307,Tabu Search,22,0
308,Tabu Search,22,0
309,Tabu Search,22,0
310,Tabu Search,22,0
311,Tabu Search,22,0
312,Tabu Search,22,0
313,Tabu Search,22,0
314,Tabu Search,22,0
315,Tabu Search,22,0
316,Tabu Search,22,0
317,Tabu Search,22,0
318,Tabu Search,22,0
319,Tabu Search,22,0
320,Tabu Search,22,0
321,Tabu Search,22,0
322,Tabu Search,22,0
323,Tabu Search,22,0
324,Tabu Search,22,0
325,Tabu Search,22,0
326,Tabu Search,22,0
327,Tabu Search,22,0
328,Tabu Search,22,0
329,Tabu Search,22,0
330,Tabu Search,22,0
331,Tabu Search,22,0
332,Tabu Search,22,0
333,Tabu Search,22,0
334,Tabu Search,22,0
335,Tabu Search,22,0
336,Tabu Search,22,0
337,Tabu Search,22,0
338,Tabu Search,22,0
339,Tabu Search,22,0
340,Tabu Search,22,0
341,Tabu Search,22,0
342,Tabu Search,22,0
343,Tabu Search,22,0
344,Tabu Search,22,0
345,Tabu Search,22,0
346,Tabu Search,22,0
347,Tabu Search,22,0
348,Tabu Search,22,0
349,Tabu Search,22,0
350,Tabu Search,22,0
351,Tabu Search,22,0
352,Tabu Search,22,0
353,Tabu Search,22,0
354,Tabu Search,22,0
355,Tabu Search,22,0
356,Tabu Search,22,0
357,Tabu Search,22,0
358,Tabu Search,22,0
359,Tabu Search,22,0
360,Tabu Search,22,0
361,Tabu Search,22,0
362,Tabu Search,22,0
363,Tabu Search,22,0
364,Tabu Search,22,0
365,Tabu Search,22,0
366,Tabu Search,22,0
367,Tabu Search,22,0
368,Tabu Search,22,0
369,Tabu Search,22,0
370,Tabu Search,22,0
371,Tabu Search,22,0
372,Tabu Search,22,0
373,Tabu Search,22,0
374,Tabu Search,22,0
375,Tabu Search,22,0
376,Tabu Search,22,0
377,Tabu Search,22,0
378,Tabu Search,22,0
379,Tabu Search,21,0
380,Tabu Search,21,0
381,Tabu Search,21,0
382,Tabu Search,21,0
383,Tabu Search,21,0
384,Tabu Search,21,0
385,Tabu Search,21,0
386,Tabu Search,21,0
387,Tabu Search,21,0
388,Tabu Search,21,0
389,Tabu Search,21,0
390,Tabu Search,21,0
391,Tabu Search,21,0
392,Tabu Search,21,0
393,Tabu Search,21,0
394,Tabu Search,21,0
395,Tabu Search,21,0
396,Tabu Search,21,0
397,Tabu Search,21,0
398,Tabu Search,21,0
399,Tabu Search,21,0
400,Tabu Search,21,0
401,Tabu Search,21,0
402,Tabu Search,21,0
403,Tabu Search,21,0
404,Tabu Search,21,0
405,Tabu Search,21,0
406,Tabu Search,21,0
407,Tabu Search,21,0
408,Tabu Search,21,0
409,Tabu Search,21,0
410,Tabu Search,21,0
411,Tabu Search,21,0
412,Tabu Search,21,0
413,Tabu Search,21,0
414,Tabu Search,21,0
415,Tabu Search,21,0
416,Tabu Search,21,0
417,Tabu Search,21,0
418,Tabu Search,21,0
419,Tabu Search,21,0
420,Tabu Search,21,0
421,Tabu Search,21,0
422,Tabu Search,21,0
423,Tabu Search,21,0
424,Tabu Search,21,0
425,Tabu Search,21,0
426,Tabu Search,21,0
427,Tabu Search,21,0
428,Tabu Search,21,0
429,Tabu Search,21,0
430,Tabu Search,21,0
431,Tabu Search,21,0
432,Tabu Search,21,0
433,Tabu Search,21,0
434,Tabu Search,21,0
435,Tabu Search,21,0
436,Tabu Search,21,0
437,Tabu Search,21,0
438,Tabu Search,21,0
439,Tabu Search,21,0
440,Tabu Search,21,0
441,Tabu Search,21,0
442,Tabu Search,21,0
443,Tabu Search,21,0
444,Tabu Search,21,0
445,Tabu Search,21,0
446,Tabu Search,21,0
447,Tabu Search,21,0
448,Tabu Search,21,0
449,Tabu Search,21,0
450,Tabu Search,21,0
451,Tabu Search,21,0
452,Tabu Search,21,0
453,Tabu Search,21,0
454,Tabu Search,21,0
455,Tabu Search,21,0
456,Tabu Search,21,0
457,Tabu Search,21,0
458,Tabu Search,21,0
459,Tabu Search,21,0
460,Tabu Search,21,0
461,Tabu Search,21,0
462,Tabu Search,21,0
463,Tabu Search,21,0
464,Tabu Search,21,0
465,Tabu Search,21,0
466,Tabu Search,21,0
467,Tabu Search,21,0
468,Tabu Search,21,0
469,Tabu Search,21,0
470,Tabu Search,21,0
471,Tabu Search,21,0
472,Tabu Search,21,0
473,Tabu Search,21,0
474,Tabu Search,21,0
475,Tabu Search,21,0
476,Tabu Search,21,0
477,Tabu Search,21,0
478,Tabu Search,21,0
479,Tabu Search,21,0
480,Tabu Search,21,0
481,Tabu Search,20,0
482,Tabu Search,20,0
483,Tabu Search,20,0
484,Tabu Search,20,0
485,Tabu Search,20,0
486,Tabu Search,20,0
487,Tabu Search,20,0
488,Tabu Search,20,0
489,Tabu Search,20,0
490,Tabu Search,20,0
491,Tabu Search,20,0
492,Tabu Search,20,0
493,Tabu Search,20,0
494,Tabu Search,20,0
495,Tabu Search,20,0
496,Tabu Search,20,0
497,Tabu Search,20,0
498,Tabu Search,20,0
499,Tabu Search,20,0
500,Tabu Search,20,0
501,Tabu Search,20,0
502,Tabu Search,20,0
503,Tabu Search,20,0
504,Tabu Search,20,0
505,Tabu Search,20,0
506,Tabu Search,20,0
507,Tabu Search,20,0
508,Tabu Search,20,0
509,Tabu Search,20,0
510,Tabu Search,20,0
511,Tabu Search,20,0
512,Tabu Search,20,0
513,Tabu Search,20,0
514,Tabu Search,20,0
515,Tabu Search,20,0
516,Tabu Search,20,0
517,Tabu Search,20,0
518,Tabu Search,20,0
519,Tabu Search,20,0
520,Tabu Search,20,0
521,Tabu Search,20,0
522,Tabu Search,20,0
523,Tabu Search,20,0
524,Tabu Search,20,0
525,Tabu Search,20,0
526,Tabu Search,20,0
527,Tabu Search,20,0
528,Tabu Search,20,0
529,Tabu Search,20,0
530,Tabu Search,20,0
531,Tabu Search,20,0
532,Tabu Search,20,0
533,Tabu Search,20,0
534,Tabu Search,20,0
535,Tabu Search,20,0
536,Tabu Search,20,0
537,Tabu Search,20,0
538,Tabu Search,20,0
539,Tabu Search,20,0
540,Tabu Search,20,0
541,Tabu Search,20,0
542,Tabu Search,20,0
543,Tabu Search,20,0
544,Tabu Search,20,0
545,Tabu Search,20,0
546,Tabu Search,20,0
547,Tabu Search,20,0
548,Tabu Search,20,0
549,Tabu Search,20,0
550,Tabu Search,20,0
551,Tabu Search,20,0
552,Tabu Search,20,0
553,Tabu Search,20,0
554,Tabu Search,20,0
555,Tabu Search,20,0
556,Tabu Search,20,0
557,Tabu Search,20,0
558,Tabu Search,20,0
559,Tabu Search,20,0
560,Tabu Search,20,0
561,Tabu Search,20,0
562,Tabu Search,20,0
563,Tabu Search,20,0
564,Tabu Search,20,0
565,Tabu Search,20,0
566,Tabu Search,20,0
567,Tabu Search,20,0
568,Tabu Search,20,0
569,Tabu Search,20,0
570,Tabu Search,20,0
571,Tabu Search,20,0
572,Tabu Search,20,0
573,Tabu Search,20,0
574,Tabu Search,20,0
575,Tabu Search,20,0
576,Tabu Search,20,0
577,Tabu Search,20,0
578,Tabu Search,20,0
579,Tabu Search,20,0
580,Tabu Search,20,0
581,Tabu Search,20,0
582,Tabu Search,20,0
583,Tabu Search,20,0
584,Tabu Search,20,0
585,Tabu Search,20,0
586,Tabu Search,20,0
587,Tabu Search,20,0
588,Tabu Search,20,0
589,Tabu Search,20,0
590,Tabu Search,20,0
591,Tabu Search,20,0
592,Tabu Search,20,0
593,Tabu Search,20,0
594,Tabu Search,20,0
595,Tabu Search,20,0
596,Tabu Search,20,0
597,Tabu Search,20,0
598,Tabu Search,20,0
599,Tabu Search,20,0
600,Tabu Search,20,0
601,Tabu Search,20,0
602,Tabu Search,20,0
603,Tabu Search,20,0
604,Tabu Search,20,0
605,Tabu Search,20,0
606,Tabu Search,20,0
607,Tabu Search,20,0
608,Tabu Search,20,0
609,Tabu Search,20,0
610,Tabu Search,20,0
611,Tabu Search,20,0
612,Tabu Search,20,0
613,Tabu Search,20,0
614,Tabu Search,20,0
615,Tabu Search,20,0
616,Tabu Search,20,0
617,Tabu Search,20,0
618,Tabu Search,20,0
619,Tabu Search,20,0
620,Tabu Search,20,0
621,Tabu Search,20,0
622,Tabu Search,19,0
623,Tabu Search,19,0
624,Tabu Search,19,0
625,Tabu Search,19,0
626,Tabu Search,19,0
627,Tabu Search,19,0
628,Tabu Search,19,0
629,Tabu Search,19,0
630,Tabu Search,19,0
631,Tabu Search,19,0
632,Tabu Search,19,0
633,Tabu Search,19,0
634,Tabu Search,19,0
635,Tabu Search,19,0
636,Tabu Search,19,0
637,Tabu Search,19,0
638,Tabu Search,19,0
639,Tabu Search,19,0
640,Tabu Search,19,0
641,Tabu Search,19,0
642,Tabu Search,19,0
643,Tabu Search,19,0
644,Tabu Search,19,0
645,Tabu Search,19,0
646,Tabu Search,19,0
647,Tabu Search,19,0
648,Tabu Search,19,0
649,Tabu Search,19,0
650,Tabu Search,19,0
651,Tabu Search,19,0
652,Tabu Search,19,0
653,Tabu Search,19,0
654,Tabu Search,19,0
655,Tabu Search,19,0
656,Tabu Search,19,0
657,Tabu Search,19,0
658,Tabu Search,19,0
659,Tabu Search,19,0
660,Tabu Search,19,0
661,Tabu Search,19,0
662,Tabu Search,19,0
663,Tabu Search,19,0
664,Tabu Search,19,0
665,Tabu Search,19,0
666,Tabu Search,19,0
667,Tabu Search,19,0
668,Tabu Search,19,0
669,Tabu Search,19,0
670,Tabu Search,19,0
671,Tabu Search,19,0
672,Tabu Search,19,0
673,Tabu Search,19,0
674,Tabu Search,19,0
675,Tabu Search,19,0
676,Tabu Search,19,0
677,Tabu Search,19,0
678,Tabu Search,19,0
679,Tabu Search,19,0
680,Tabu Search,19,0
681,Tabu Search,19,0
682,Tabu Search,19,0
683,Tabu Search,19,0
684,Tabu Search,19,0
685,Tabu Search,19,0
686,Tabu Search,19,0
687,Tabu Search,19,0
688,Tabu Search,19,0
689,Tabu Search,19,0
690,Tabu Search,19,0
691,Tabu Search,19,0
692,Tabu Search,19,0
693,Tabu Search,19,0
694,Tabu Search,19,0
695,Tabu Search,19,0
696,Tabu Search,19,0
697,Tabu Search,19,0
698,Tabu Search,19,0
699,Tabu Search,19,0
700,Tabu Search,19,0
701,Tabu Search,19,0
702,Tabu Search,19,0
703,Tabu Search,19,0
704,Tabu Search,19,0
705,Tabu Search,19,0
706,Tabu Search,19,0
707,Tabu Search,19,0
708,Tabu Search,19,0
709,Tabu Search,19,0
710,Tabu Search,19,0
711,Tabu Search,19,0
712,Tabu Search,19,0
713,Tabu Search,19,0
714,Tabu Search,19,0
715,Tabu Search,19,0
716,Tabu Search,19,0
717,Tabu Search,19,0
718,Tabu Search,19,0
719,Tabu Search,19,0
720,Tabu Search,19,0
721,Tabu Search,19,0
722,Tabu Search,19,0
723,Tabu Search,19,0
724,Tabu Search,19,0
725,Tabu Search,19,0
726,Tabu Search,19,0
727,Tabu Search,19,0
728,Tabu Search,19,0
729,Tabu Search,19,0
730,Tabu Search,19,0
731,Tabu Search,19,0
732,Tabu Search,19,0
733,Tabu Search,19,0
734,Tabu Search,19,0
735,Tabu Search,19,0
736,Tabu Search,19,0
737,Tabu Search,19,0
738,Tabu Search,19,0
739,Tabu Search,19,0
740,Tabu Search,19,0
741,Tabu Search,19,0
742,Tabu Search,19,0
743,Tabu Search,19,0
744,Tabu Search,19,0
745,Tabu Search,19,0
746,Tabu Search,19,0
747,Tabu Search,19,0
748,Tabu Search,19,0
749,Tabu Search,19,0
750,Tabu Search,19,0
751,Tabu Search,19,0
752,Tabu Search,19,0
753,Tabu Search,19,0
754,Tabu Search,19,0
755,Tabu Search,19,0
756,Tabu Search,19,0
757,Tabu Search,19,0
758,Tabu Search,19,0
759,Tabu Search,19,0
760,Tabu Search,19,0
761,Tabu Search,19,0
762,Tabu Search,19,0
763,Tabu Search,19,0
764,Tabu Search,19,0
765,Tabu Search,19,0
766,Tabu Search,19,0
767,Tabu Search,19,0
768,Tabu Search,19,0
769,Tabu Search,19,0
770,Tabu Search,19,0
771,Tabu Search,19,0
772,Tabu Search,19,0
773,Tabu Search,19,0
774,Tabu Search,19,0
775,Tabu Search,19,0
776,Tabu Search,19,0
777,Tabu Search,19,0
778,Tabu Search,19,0
779,Tabu Search,19,0
780,Tabu Search,19,0
781,Tabu Search,19,0
782,Tabu Search,19,0
783,Tabu Search,19,0
784,Tabu Search,19,0
785,Tabu Search,19,0
786,Tabu Search,19,0
787,Tabu Search,19,0
788,Tabu Search,19,0
789,Tabu Search,19,0
790,Tabu Search,19,0
791,Tabu Search,19,0
792,Tabu Search,19,0
793,Tabu Search,19,0
794,Tabu Search,19,0
795,Tabu Search,19,0
796,Tabu Search,19,0
797,Tabu Search,19,0
798,Tabu Search,19,0
799,Tabu Search,19,0
800,Tabu Search,19,0
801,Tabu Search,19,0
802,Tabu Search,19,0
803,Tabu Search,19,0
804,Tabu Search,19,0
805,Tabu Search,19,0
806,Tabu Search,19,0
807,Tabu Search,19,0
808,Tabu Search,19,0
809,Tabu Search,19,0
810,Tabu Search,19,0
811,Tabu Search,19,0
812,Tabu Search,19,0
813,Tabu Search,19,0
814,Tabu Search,19,0
815,Tabu Search,19,0
816,Tabu Search,19,0
817,Tabu Search,19,0
818,Tabu Search,19,0
819,Tabu Search,19,0
820,Tabu Search,19,0
821,Tabu Search,19,0
822,Tabu Search,19,0
823,Tabu Search,19,0
824,Tabu Search,19,0
825,Tabu Search,19,0
826,Tabu Search,19,0
827,Tabu Search,19,0
828,Tabu Search,19,0
829,Tabu Search,19,0
830,Tabu Search,19,0
831,Tabu Search,18,0
832,Tabu Search,18,0
833,Tabu Search,18,0
834,Tabu Search,18,0
835,Tabu Search,18,0
836,Tabu Search,18,0
837,Tabu Search,18,0
838,Tabu Search,18,0
839,Tabu Search,18,0
840,Tabu Search,18,0
841,Tabu Search,18,0
842,Tabu Search,18,0
843,Tabu Search,18,0
844,Tabu Search,18,0
845,Tabu Search,18,0
846,Tabu Search,18,0
847,Tabu Search,18,0
848,Tabu Search,18,0
849,Tabu Search,18,0
850,Tabu Search,18,0
851,Tabu Search,18,0
852,Tabu Search,18,0
853,Tabu Search,18,0
854,Tabu Search,18,0
855,Tabu Search,18,0
856,Tabu Search,18,0
857,Tabu Search,18,0
858,Tabu Search,18,0
859,Tabu Search,18,0
860,Tabu Search,18,0
861,Tabu Search,18,0
862,Tabu Search,18,0
863,Tabu Search,18,0
864,Tabu Search,18,0
865,Tabu Search,18,0
866,Tabu Search,18,0
867,Tabu Search,18,0
868,Tabu Search,18,0
869,Tabu Search,18,0
870,Tabu Search,18,0
871,Tabu Search,18,0
872,Tabu Search,18,0
873,Tabu Search,18,0
874,Tabu Search,18,0
875,Tabu Search,18,0
876,Tabu Search,18,0
877,Tabu Search,18,0
878,Tabu Search,18,0
879,Tabu Search,18,0
880,Tabu Search,18,0
881,Tabu Search,18,0
882,Tabu Search,18,0
883,Tabu Search,18,0
884,Tabu Search,18,0
885,Tabu Search,18,0
886,Tabu Search,18,0
887,Tabu Search,18,0
888,Tabu Search,18,0
889,Tabu Search,18,0
890,Tabu Search,18,0
891,Tabu Search,18,0
892,Tabu Search,18,0
893,Tabu Search,18,0
894,Tabu Search,18,0
895,Tabu Search,18,0
896,Tabu Search,18,0
897,Tabu Search,18,0
898,Tabu Search,18,0
899,Tabu Search,18,0
900,Tabu Search,18,0
901,Tabu Search,18,0
902,Tabu Search,18,0
903,Tabu Search,18,0
904,Tabu Search,18,0
905,Tabu Search,18,0
906,Tabu Search,18,0
907,Tabu Search,18,0
908,Tabu Search,18,0
909,Tabu Search,18,0
910,Tabu Search,18,0
911,Tabu Search,18,0
912,Tabu Search,18,0
913,Tabu Search,18,0
914,Tabu Search,18,0
915,Tabu Search,18,0
916,Tabu Search,18,0
917,Tabu Search,18,0
918,Tabu Search,18,0
919,Tabu Search,18,0
920,Tabu Search,18,0
921,Tabu Search,18,0
922,Tabu Search,18,0
923,Tabu Search,18,0
924,Tabu Search,18,0
925,Tabu Search,18,0
926,Tabu Search,18,0
927,Tabu Search,18,0
928,Tabu Search,18,0
929,Tabu Search,18,0
930,Tabu Search,18,0
931,Tabu Search,18,0
932,Tabu Search,18,0
933,Tabu Search,18,0
934,Tabu Search,18,0
935,Tabu Search,18,0
936,Tabu Search,18,0
937,Tabu Search,18,0
938,Tabu Search,18,0
939,Tabu Search,18,0
940,Tabu Search,18,0
941,Tabu Search,18,0
942,Tabu Search,18,0
943,Tabu Search,18,0
944,Tabu Search,18,0
945,Tabu Search,18,0
946,Tabu Search,18,0
947,Tabu Search,18,0
948,Tabu Search,18,0
949,Tabu Search,18,0
950,Tabu Search,18,0
951,Tabu Search,18,0
952,Tabu Search,18,0
953,Tabu Search,18,0
954,Tabu Search,18,0
955,Tabu Search,18,0
956,Tabu Search,18,0
957,Tabu Search,18,0
958,Tabu Search,18,0
959,Tabu Search,18,0
960,Tabu Search,18,0
961,Tabu Search,18,0
962,Tabu Search,18,0
963,Tabu Search,18,0
964,Tabu Search,18,0
965,Tabu Search,18,0
966,Tabu Search,18,0
967,Tabu Search,18,0
968,Tabu Search,18,0
969,Tabu Search,18,0
970,Tabu Search,18,0
971,Tabu Search,18,0
972,Tabu Search,18,0
973,Tabu Search,18,0
974,Tabu Search,18,0
975,Tabu Search,18,0
976,Tabu Search,18,0
977,Tabu Search,18,0
978,Tabu Search,18,0
979,Tabu Search,18,0
980,Tabu Search,18,0
981,Tabu Search,18,0
982,Tabu Search,18,0
983,Tabu Search,18,0
984,Tabu Search,18,0
985,Tabu Search,18,0
986,Tabu Search,18,0
987,Tabu Search,18,0
988,Tabu Search,18,0
989,Tabu Search,18,0
990,Tabu Search,18,0
991,Tabu Search,18,0
992,Tabu Search,18,0
993,Tabu Search,18,0
994,Tabu Search,18,0
995,Tabu Search,18,0
996,Tabu Search,18,0
997,Tabu Search,18,0
998,Tabu Search,18,0
999,Tabu Search,18,0
1000,Tabu Search,18,0
1001,Tabu Search,18,0
1002,Tabu Search,18,0
1003,Tabu Search,18,0
1004,Tabu Search,18,0
1005,Tabu Search,18,0
1006,Tabu Search,18,0
1007,Tabu Search,18,0
1008,Tabu Search,18,0
1009,Tabu Search,18,0
1010,Tabu Search,18,0
1011,Tabu Search,18,0
1012,Tabu Search,18,0
1013,Tabu Search,18,0
1014,Tabu Search,18,0
1015,Tabu Search,18,0
1016,Tabu Search,18,0
1017,Tabu Search,18,0
1018,Tabu Search,18,0
1019,Tabu Search,18,0
1020,Tabu Search,18,0
1021,Tabu Search,18,0
1022,Tabu Search,18,0
1023,Tabu Search,18,0
1024,Tabu Search,18,0
1025,Tabu Search,18,0
1026,Tabu Search,18,0
1027,Tabu Search,18,0
1028,Tabu Search,18,0
1029,Tabu Search,18,0
1030,Tabu Search,18,0
1031,Tabu Search,18,0
1032,Tabu Search,18,0
1033,Tabu Search,18,0
1034,Tabu Search,18,0
1035,Tabu Search,18,0
1036,Tabu Search,18,0
1037,Tabu Search,18,0
1038,Tabu Search,18,0
1039,Tabu Search,18,0
1040,Tabu Search,18,0
1041,Tabu Search,18,0
1042,Tabu Search,18,0
1043,Tabu Search,18,0
1044,Tabu Search,18,0
1045,Tabu Search,18,0
1046,Tabu Search,18,0
1047,Tabu Search,18,0
1048,Tabu Search,18,0
1049,Tabu Search,18,0
1050,Tabu Search,18,0
1051,Tabu Search,18,0
1052,Tabu Search,18,0
1053,Tabu Search,18,0
1054,Tabu Search,18,0
1055,Tabu Search,18,0
1056,Tabu Search,18,0
1057,Tabu Search,18,0
1058,Tabu Search,18,0
1059,Tabu Search,18,0
1060,Tabu Search,18,0
1061,Tabu Search,18,0
1062,Tabu Search,18,0
1063,Tabu Search,18,0
1064,Tabu Search,18,0
1065,Tabu Search,18,0
1066,Tabu Search,18,0
1067,Tabu Search,18,0
1068,Tabu Search,18,0
1069,Tabu Search,18,0
1070,Tabu Search,18,0
1071,Tabu Search,18,0
1072,Tabu Search,18,0
1073,Tabu Search,18,0
1074,Tabu Search,18,0
1075,Tabu Search,18,0
1076,Tabu Search,18,0
1077,Tabu Search,18,0
1078,Tabu Search,18,0
1079,Tabu Search,18,0
1080,Tabu Search,18,0
1081,Tabu Search,18,0
1082,Tabu Search,18,0
1083,Tabu Search,18,0
