Iteration,Solver,Objective,Violations
167,Tabu Search,29,361
168,Tabu Search,29,354
169,Tabu Search,29,352
170,Tabu Search,30,347
171,Tabu Search,30,346
172,Tabu Search,30,337
173,Tabu Search,30,337
174,Tabu Search,30,335
175,Tabu Search,30,334
176,Tabu Search,30,333
177,Tabu Search,30,330
178,Tabu Search,30,326
179,Tabu Search,30,324
180,Tabu Search,30,324
181,Tabu Search,30,322
182,Tabu Search,30,321
183,Tabu Search,30,320
184,Tabu Search,30,319
185,Tabu Search,30,318
186,Tabu Search,30,314
187,Tabu Search,30,313
188,Tabu Search,30,313
189,Tabu Search,30,313
190,Tabu Search,30,312
191,Tabu Search,30,309
192,Tabu Search,30,306
193,Tabu Search,30,306
194,Tabu Search,30,305
195,Tabu Search,30,304
196,Tabu Search,30,304
197,Tabu Search,30,298
198,Tabu Search,30,297
199,Tabu Search,30,293
200,Tabu Search,30,293
201,Tabu Search,30,290
202,Tabu Search,30,289
203,Tabu Search,30,282
204,Tabu Search,30,281
205,Tabu Search,30,281
206,Tabu Search,30,281
207,Tabu Search,30,280
208,Tabu Search,30,276
209,Tabu Search,30,276
210,Tabu Search,30,276
211,Tabu Search,30,275
212,Tabu Search,30,275
213,Tabu Search,30,274
214,Tabu Search,30,271
215,Tabu Search,30,270
216,Tabu Search,30,269
217,Tabu Search,30,269
218,Tabu Search,30,269
219,Tabu Search,30,269
220,Tabu Search,30,269
221,Tabu Search,30,269
222,Tabu Search,30,269
223,Tabu Search,30,269
224,Tabu Search,30,267
225,Tabu Search,30,267
226,Tabu Search,30,266
227,Tabu Search,30,266
228,Tabu Search,30,266
229,Tabu Search,30,266
230,Tabu Search,30,266
231,Tabu Search,30,266
232,Tabu Search,30,266
233,Tabu Search,30,264
234,Tabu Search,30,264
235,Tabu Search,30,264
236,Tabu Search,30,264
237,Tabu Search,30,264
238,Tabu Search,30,264
239,Tabu Search,30,263
240,Tabu Search,30,263
241,Tabu Search,30,258
242,Tabu Search,30,258
243,Tabu Search,30,258
244,Tabu Search,30,258
245,Tabu Search,30,258
246,Tabu Search,30,258
247,Tabu Search,30,258
248,Tabu Search,30,257
249,Tabu Search,30,257
250,Tabu Search,30,257
251,Tabu Search,30,255
252,Tabu Search,30,255
253,Tabu Search,30,255
254,Tabu Search,30,255
255,Tabu Search,30,255
256,Tabu Search,30,255
257,Tabu Search,30,255
258,Tabu Search,30,254
259,Tabu Search,30,254
260,Tabu Search,30,254
261,Tabu Search,30,254
262,Tabu Search,30,254
263,Tabu Search,30,254
264,Tabu Search,30,254
265,Tabu Search,30,254
266,Tabu Search,30,254
267,Tabu Search,30,254
268,Tabu Search,30,254
269,Tabu Search,30,254
270,Tabu Search,30,254
271,Tabu Search,30,254
272,Tabu Search,30,251
273,Tabu Search,30,251
274,Tabu Search,30,251
275,Tabu Search,30,251
276,Tabu Search,30,251
277,Tabu Search,30,251
278,Tabu Search,30,251
279,Tabu Search,30,251
280,Tabu Search,30,250
281,Tabu Search,30,250
282,Tabu Search,30,250
283,Tabu Search,30,250
284,Tabu Search,30,250
285,Tabu Search,30,250
286,Tabu Search,30,250
287,Tabu Search,30,250
288,Tabu Search,30,250
289,Tabu Search,30,250
290,Tabu Search,30,249
291,Tabu Search,30,249
292,Tabu Search,29,249
293,Tabu Search,29,249
294,Tabu Search,29,248
295,Tabu Search,29,248
296,Tabu Search,29,246
297,Tabu Search,29,246
298,Tabu Search,29,246
299,Tabu Search,29,246
300,Tabu Search,29,246
301,Tabu Search,29,246
302,Tabu Search,29,246
303,Tabu Search,29,246
304,Tabu Search,29,246
305,Tabu Search,29,246
306,Tabu Search,29,245
307,Tabu Search,29,245
308,Tabu Search,29,245
309,Tabu Search,29,245
310,Tabu Search,29,245
311,Tabu Search,29,242
312,Tabu Search,29,242
313,Tabu Search,29,242
314,Tabu Search,29,240
315,Tabu Search,29,240
316,Tabu Search,29,240
317,Tabu Search,28,240
318,Tabu Search,28,240
319,Tabu Search,28,240
320,Tabu Search,28,240
321,Tabu Search,28,240
322,Tabu Search,28,240
323,Tabu Search,28,240
324,Tabu Search,28,240
325,Tabu Search,28,240
326,Tabu Search,28,240
327,Tabu Search,28,239
328,Tabu Search,28,239
329,Tabu Search,28,239
330,Tabu Search,28,239
331,Tabu Search,28,239
332,Tabu Search,28,238
333,Tabu Search,28,238
334,Tabu Search,28,238
335,Tabu Search,28,238
336,Tabu Search,28,238
337,Tabu Search,28,238
338,Tabu Search,28,238
339,Tabu Search,28,238
340,Tabu Search,28,238
341,Tabu Search,28,238
342,Tabu Search,28,238
343,Tabu Search,28,238
344,Tabu Search,28,238
345,Tabu Search,28,238
346,Tabu Search,28,238
347,Tabu Search,28,238
348,Tabu Search,28,238
349,Tabu Search,28,238
350,Tabu Search,28,238
351,Tabu Search,28,238
352,Tabu Search,28,238
353,Tabu Search,28,238
354,Tabu Search,28,238
355,Tabu Search,28,237
356,Tabu Search,28,237
357,Tabu Search,28,237
358,Tabu Search,28,237
359,Tabu Search,28,237
360,Tabu Search,28,237
361,Tabu Search,28,237
362,Tabu Search,28,237
363,Tabu Search,28,236
364,Tabu Search,28,236
365,Tabu Search,28,235
366,Tabu Search,28,235
367,Tabu Search,28,235
368,Tabu Search,28,235
369,Tabu Search,28,234
370,Tabu Search,28,234
371,Tabu Search,28,233
372,Tabu Search,28,233
373,Tabu Search,28,232
374,Tabu Search,28,232
375,Tabu Search,28,231
376,Tabu Search,28,231
377,Tabu Search,28,231
378,Tabu Search,28,231
379,Tabu Search,28,230
380,Tabu Search,28,230
381,Tabu Search,28,230
382,Tabu Search,28,230
383,Tabu Search,28,230
384,Tabu Search,28,229
385,Tabu Search,28,229
386,Tabu Search,28,229
387,Tabu Search,28,229
388,Tabu Search,28,229
389,Tabu Search,28,229
390,Tabu Search,28,229
391,Tabu Search,28,229
392,Tabu Search,28,228
393,Tabu Search,28,228
394,Tabu Search,28,228
395,Tabu Search,28,228
396,Tabu Search,28,228
397,Tabu Search,28,228
398,Tabu Search,28,228
399,Tabu Search,28,228
400,Tabu Search,28,228
401,Tabu Search,28,228
402,Tabu Search,28,228
403,Tabu Search,28,228
404,Tabu Search,28,228
405,Tabu Search,28,228
406,Tabu Search,28,228
407,Tabu Search,28,228
408,Tabu Search,28,228
409,Tabu Search,28,228
410,Tabu Search,28,227
411,Tabu Search,28,227
412,Tabu Search,28,227
413,Tabu Search,28,227
414,Tabu Search,28,227
415,Tabu Search,28,227
416,Tabu Search,28,227
417,Tabu Search,28,227
418,Tabu Search,28,227
419,Tabu Search,28,227
420,Tabu Search,28,227
421,Tabu Search,28,227
422,Tabu Search,28,227
423,Tabu Search,28,227
424,Tabu Search,28,227
425,Tabu Search,28,227
426,Tabu Search,28,227
427,Tabu Search,28,227
428,Tabu Search,28,227
429,Tabu Search,28,227
430,Tabu Search,28,227
431,Tabu Search,28,227
432,Tabu Search,28,225
433,Tabu Search,28,221
434,Tabu Search,28,221
435,Tabu Search,28,221
436,Tabu Search,28,221
437,Tabu Search,28,221
438,Tabu Search,28,221
439,Tabu Search,27,221
440,Tabu Search,27,221
441,Tabu Search,27,221
442,Tabu Search,27,221
443,Tabu Search,27,221
444,Tabu Search,27,221
445,Tabu Search,27,221
446,Tabu Search,27,221
447,Tabu Search,27,221
448,Tabu Search,27,219
449,Tabu Search,27,219
450,Tabu Search,27,219
451,Tabu Search,27,219
452,Tabu Search,27,218
453,Tabu Search,27,218
454,Tabu Search,27,218
455,Tabu Search,27,218
456,Tabu Search,27,218
457,Tabu Search,27,218
458,Tabu Search,28,217
459,Tabu Search,28,217
460,Tabu Search,28,217
461,Tabu Search,28,217
462,Tabu Search,28,217
463,Tabu Search,28,217
464,Tabu Search,28,217
465,Tabu Search,28,217
466,Tabu Search,28,216
467,Tabu Search,28,216
468,Tabu Search,28,216
469,Tabu Search,28,216
470,Tabu Search,28,216
471,Tabu Search,28,216
472,Tabu Search,28,215
473,Tabu Search,28,215
474,Tabu Search,28,215
475,Tabu Search,28,214
476,Tabu Search,28,214
477,Tabu Search,28,214
478,Tabu Search,28,214
479,Tabu Search,28,214
480,Tabu Search,28,214
481,Tabu Search,28,214
482,Tabu Search,28,212
483,Tabu Search,28,212
484,Tabu Search,28,212
485,Tabu Search,28,212
486,Tabu Search,28,211
487,Tabu Search,28,211
488,Tabu Search,28,210
489,Tabu Search,28,210
490,Tabu Search,28,210
491,Tabu Search,28,210
492,Tabu Search,28,210
493,Tabu Search,28,209
494,Tabu Search,28,209
495,Tabu Search,28,209
496,Tabu Search,28,209
497,Tabu Search,28,209
498,Tabu Search,28,209
499,Tabu Search,28,209
500,Tabu Search,28,209
501,Tabu Search,28,209
502,Tabu Search,28,209
503,Tabu Search,28,209
504,Tabu Search,28,209
505,Tabu Search,27,209
506,Tabu Search,27,209
507,Tabu Search,27,209
508,Tabu Search,27,209
509,Tabu Search,27,209
510,Tabu Search,27,209
511,Tabu Search,27,209
512,Tabu Search,27,209
513,Tabu Search,27,209
514,Tabu Search,27,209
515,Tabu Search,27,209
516,Tabu Search,27,209
517,Tabu Search,27,209
518,Tabu Search,27,209
519,Tabu Search,27,209
520,Tabu Search,27,209
521,Tabu Search,27,209
522,Tabu Search,27,209
523,Tabu Search,27,209
524,Tabu Search,27,209
525,Tabu Search,27,209
526,Tabu Search,27,209
527,Tabu Search,27,209
528,Tabu Search,27,209
529,Tabu Search,27,209
530,Tabu Search,27,209
531,Tabu Search,27,209
532,Tabu Search,27,209
533,Tabu Search,27,209
534,Tabu Search,27,209
535,Tabu Search,27,209
536,Tabu Search,27,209
537,Tabu Search,27,209
538,Tabu Search,27,209
539,Tabu Search,27,209
540,Tabu Search,27,209
541,Tabu Search,27,209
542,Tabu Search,27,209
543,Tabu Search,27,209
544,Tabu Search,27,209
545,Tabu Search,27,209
546,Tabu Search,27,209
547,Tabu Search,27,209
548,Tabu Search,27,209
549,Tabu Search,27,208
550,Tabu Search,27,208
551,Tabu Search,27,208
552,Tabu Search,27,208
553,Tabu Search,27,208
554,Tabu Search,27,208
555,Tabu Search,27,208
556,Tabu Search,27,208
557,Tabu Search,27,208
558,Tabu Search,27,208
559,Tabu Search,27,208
560,Tabu Search,27,207
561,Tabu Search,27,207
562,Tabu Search,27,207
563,Tabu Search,27,207
564,Tabu Search,27,207
565,Tabu Search,27,207
566,Tabu Search,27,207
567,Tabu Search,27,207
568,Tabu Search,27,207
569,Tabu Search,27,207
570,Tabu Search,27,207
571,Tabu Search,27,207
572,Tabu Search,27,205
573,Tabu Search,27,205
574,Tabu Search,27,205
575,Tabu Search,27,205
576,Tabu Search,27,205
577,Tabu Search,27,203
578,Tabu Search,27,203
579,Tabu Search,27,203
580,Tabu Search,27,203
581,Tabu Search,27,203
582,Tabu Search,27,203
583,Tabu Search,27,203
584,Tabu Search,27,203
585,Tabu Search,26,203
586,Tabu Search,26,203
587,Tabu Search,26,202
588,Tabu Search,26,202
589,Tabu Search,26,202
590,Tabu Search,26,201
591,Tabu Search,26,201
592,Tabu Search,26,201
593,Tabu Search,26,201
594,Tabu Search,26,201
595,Tabu Search,26,201
596,Tabu Search,26,201
597,Tabu Search,26,201
598,Tabu Search,26,201
599,Tabu Search,26,201
600,Tabu Search,26,201
601,Tabu Search,26,201
602,Tabu Search,26,201
603,Tabu Search,26,201
604,Tabu Search,26,201
605,Tabu Search,26,201
606,Tabu Search,26,201
607,Tabu Search,26,201
608,Tabu Search,26,201
609,Tabu Search,26,201
610,Tabu Search,26,201
611,Tabu Search,26,201
612,Tabu Search,26,201
613,Tabu Search,26,201
614,Tabu Search,26,201
615,Tabu Search,26,201
616,Tabu Search,26,201
617,Tabu Search,26,201
618,Tabu Search,26,201
619,Tabu Search,26,201
620,Tabu Search,26,201
621,Tabu Search,26,201
622,Tabu Search,26,201
623,Tabu Search,26,201
624,Tabu Search,26,201
625,Tabu Search,26,201
626,Tabu Search,26,201
627,Tabu Search,26,201
628,Tabu Search,26,201
629,Tabu Search,26,201
630,Tabu Search,26,201
631,Tabu Search,26,201
632,Tabu Search,26,201
633,Tabu Search,26,201
634,Tabu Search,26,201
635,Tabu Search,26,201
636,Tabu Search,26,201
637,Tabu Search,26,201
638,Tabu Search,26,201
639,Tabu Search,26,201
640,Tabu Search,26,201
641,Tabu Search,26,201
642,Tabu Search,26,201
643,Tabu Search,26,201
644,Tabu Search,26,201
645,Tabu Search,26,201
646,Tabu Search,26,201
647,Tabu Search,26,201
648,Tabu Search,26,201
649,Tabu Search,26,201
650,Tabu Search,26,201
651,Tabu Search,26,201
652,Tabu Search,26,201
653,Tabu Search,26,201
654,Tabu Search,26,201
655,Tabu Search,26,201
656,Tabu Search,26,201
657,Tabu Search,26,201
658,Tabu Search,26,200
659,Tabu Search,26,198
660,Tabu Search,26,198
661,Tabu Search,26,198
662,Tabu Search,26,198
663,Tabu Search,26,198
664,Tabu Search,26,198
665,Tabu Search,26,198
666,Tabu Search,26,198
667,Tabu Search,26,198
668,Tabu Search,26,198
669,Tabu Search,26,198
670,Tabu Search,26,198
671,Tabu Search,26,198
672,Tabu Search,26,198
673,Tabu Search,26,198
674,Tabu Search,26,197
675,Tabu Search,26,197
676,Tabu Search,26,197
677,Tabu Search,26,197
678,Tabu Search,26,197
679,Tabu Search,26,197
680,Tabu Search,26,197
681,Tabu Search,26,197
682,Tabu Search,26,197
683,Tabu Search,26,197
684,Tabu Search,26,197
685,Tabu Search,26,197
686,Tabu Search,26,197
687,Tabu Search,26,197
688,Tabu Search,26,197
689,Tabu Search,26,197
690,Tabu Search,26,197
691,Tabu Search,26,197
692,Tabu Search,26,197
693,Tabu Search,26,197
694,Tabu Search,26,197
695,Tabu Search,26,197
696,Tabu Search,26,197
697,Tabu Search,26,196
698,Tabu Search,26,196
699,Tabu Search,26,196
700,Tabu Search,26,196
701,Tabu Search,26,196
702,Tabu Search,26,196
703,Tabu Search,26,196
704,Tabu Search,26,196
705,Tabu Search,26,196
706,Tabu Search,26,196
707,Tabu Search,26,196
708,Tabu Search,26,196
709,Tabu Search,26,195
710,Tabu Search,26,195
711,Tabu Search,26,195
712,Tabu Search,26,195
713,Tabu Search,26,195
714,Tabu Search,26,195
715,Tabu Search,26,195
716,Tabu Search,26,195
717,Tabu Search,26,195
718,Tabu Search,26,195
719,Tabu Search,26,195
720,Tabu Search,26,194
721,Tabu Search,26,193
722,Tabu Search,26,193
723,Tabu Search,26,193
724,Tabu Search,26,193
725,Tabu Search,26,193
726,Tabu Search,26,193
727,Tabu Search,26,193
728,Tabu Search,26,193
729,Tabu Search,26,193
730,Tabu Search,26,193
731,Tabu Search,26,193
732,Tabu Search,26,193
733,Tabu Search,26,193
734,Tabu Search,26,193
735,Tabu Search,26,193
736,Tabu Search,26,193
737,Tabu Search,26,193
738,Tabu Search,26,193
739,Tabu Search,26,193
740,Tabu Search,26,193
741,Tabu Search,26,192
742,Tabu Search,26,192
743,Tabu Search,26,192
744,Tabu Search,26,192
745,Tabu Search,26,192
746,Tabu Search,26,192
747,Tabu Search,26,192
748,Tabu Search,26,192
749,Tabu Search,26,192
750,Tabu Search,26,192
751,Tabu Search,26,192
752,Tabu Search,26,192
753,Tabu Search,26,192
754,Tabu Search,26,192
755,Tabu Search,26,192
756,Tabu Search,26,192
757,Tabu Search,26,192
758,Tabu Search,26,192
759,Tabu Search,26,192
760,Tabu Search,26,192
761,Tabu Search,26,192
762,Tabu Search,26,192
763,Tabu Search,26,192
764,Tabu Search,26,192
765,Tabu Search,26,192
766,Tabu Search,26,192
767,Tabu Search,26,192
768,Tabu Search,26,192
769,Tabu Search,26,192
770,Tabu Search,26,192
771,Tabu Search,26,192
772,Tabu Search,26,192
773,Tabu Search,26,192
774,Tabu Search,26,192
775,Tabu Search,26,192
776,Tabu Search,26,192
777,Tabu Search,26,192
778,Tabu Search,26,192
779,Tabu Search,26,192
780,Tabu Search,26,192
781,Tabu Search,26,192
782,Tabu Search,26,192
783,Tabu Search,26,192
784,Tabu Search,26,192
785,Tabu Search,26,192
786,Tabu Search,26,192
787,Tabu Search,26,192
788,Tabu Search,26,192
789,Tabu Search,26,191
790,Tabu Search,26,191
791,Tabu Search,26,191
792,Tabu Search,26,191
793,Tabu Search,26,190
794,Tabu Search,26,190
795,Tabu Search,26,190
796,Tabu Search,26,190
797,Tabu Search,26,190
798,Tabu Search,26,190
799,Tabu Search,26,190
800,Tabu Search,26,190
801,Tabu Search,26,190
802,Tabu Search,26,190
803,Tabu Search,26,190
804,Tabu Search,26,190
805,Tabu Search,26,190
806,Tabu Search,26,190
807,Tabu Search,26,189
808,Tabu Search,26,189
809,Tabu Search,26,189
810,Tabu Search,26,189
811,Tabu Search,26,189
812,Tabu Search,26,189
813,Tabu Search,26,189
814,Tabu Search,26,189
815,Tabu Search,26,189
816,Tabu Search,26,189
817,Tabu Search,26,189
818,Tabu Search,26,189
819,Tabu Search,26,189
820,Tabu Search,26,189
821,Tabu Search,26,189
822,Tabu Search,26,189
823,Tabu Search,26,189
824,Tabu Search,26,189
825,Tabu Search,26,189
826,Tabu Search,26,189
827,Tabu Search,26,189
828,Tabu Search,26,189
829,Tabu Search,26,189
830,Tabu Search,26,189
831,Tabu Search,26,189
832,Tabu Search,26,189
833,Tabu Search,26,189
834,Tabu Search,26,189
835,Tabu Search,26,189
836,Tabu Search,26,189
837,Tabu Search,26,189
838,Tabu Search,26,189
839,Tabu Search,26,189
840,Tabu Search,26,189
841,Tabu Search,26,189
842,Tabu Search,26,189
843,Tabu Search,26,189
844,Tabu Search,26,189
845,Tabu Search,26,189
846,Tabu Search,26,189
847,Tabu Search,26,188
848,Tabu Search,26,188
849,Tabu Search,26,188
850,Tabu Search,26,188
851,Tabu Search,26,188
852,Tabu Search,26,188
853,Tabu Search,26,188
854,Tabu Search,26,188
855,Tabu Search,26,188
856,Tabu Search,26,188
857,Tabu Search,26,188
858,Tabu Search,26,188
859,Tabu Search,26,187
860,Tabu Search,26,187
861,Tabu Search,26,187
862,Tabu Search,26,187
863,Tabu Search,26,187
864,Tabu Search,26,187
865,Tabu Search,26,187
866,Tabu Search,26,187
867,Tabu Search,26,187
868,Tabu Search,26,187
869,Tabu Search,26,187
870,Tabu Search,26,187
871,Tabu Search,26,187
872,Tabu Search,26,187
873,Tabu Search,26,187
874,Tabu Search,26,187
875,Tabu Search,26,187
876,Tabu Search,26,187
877,Tabu Search,26,187
878,Tabu Search,26,187
879,Tabu Search,26,187
880,Tabu Search,26,187
881,Tabu Search,26,187
882,Tabu Search,26,187
883,Tabu Search,26,187
884,Tabu Search,26,187
885,Tabu Search,26,187
886,Tabu Search,26,187
887,Tabu Search,26,187
888,Tabu Search,26,186
889,Tabu Search,26,186
890,Tabu Search,26,186
891,Tabu Search,26,186
892,Tabu Search,26,186
893,Tabu Search,26,186
894,Tabu Search,26,186
895,Tabu Search,26,185
896,Tabu Search,26,185
897,Tabu Search,26,185
898,Tabu Search,26,185
899,Tabu Search,26,185
900,Tabu Search,26,185
901,Tabu Search,26,185
902,Tabu Search,26,185
903,Tabu Search,26,185
904,Tabu Search,26,183
905,Tabu Search,26,183
906,Tabu Search,26,183
907,Tabu Search,26,183
908,Tabu Search,26,183
909,Tabu Search,26,183
910,Tabu Search,26,183
911,Tabu Search,26,183
912,Tabu Search,26,182
913,Tabu Search,26,182
914,Tabu Search,26,182
915,Tabu Search,26,182
916,Tabu Search,26,182
917,Tabu Search,26,181
918,Tabu Search,26,181
919,Tabu Search,26,181
920,Tabu Search,26,181
921,Tabu Search,26,181
922,Tabu Search,26,181
923,Tabu Search,26,181
924,Tabu Search,26,181
925,Tabu Search,26,181
926,Tabu Search,26,181
927,Tabu Search,26,181
928,Tabu Search,26,181
929,Tabu Search,26,181
930,Tabu Search,26,181
931,Tabu Search,26,181
932,Tabu Search,26,181
933,Tabu Search,26,181
934,Tabu Search,26,181
935,Tabu Search,26,181
936,Tabu Search,26,181
937,Tabu Search,26,181
938,Tabu Search,26,181
939,Tabu Search,26,181
940,Tabu Search,26,181
941,Tabu Search,26,181
942,Tabu Search,26,181
943,Tabu Search,26,181
944,Tabu Search,26,181
945,Tabu Search,26,181
946,Tabu Search,26,181
947,Tabu Search,26,181
948,Tabu Search,26,181
949,Tabu Search,26,181
950,Tabu Search,26,181
951,Tabu Search,26,181
952,Tabu Search,26,181
953,Tabu Search,26,181
954,Tabu Search,26,181
955,Tabu Search,26,181
956,Tabu Search,26,181
957,Tabu Search,26,181
958,Tabu Search,26,181
959,Tabu Search,26,181
960,Tabu Search,26,181
961,Tabu Search,26,181
962,Tabu Search,26,181
963,Tabu Search,26,181
964,Tabu Search,26,181
965,Tabu Search,26,180
966,Tabu Search,26,180
967,Tabu Search,26,180
968,Tabu Search,26,180
969,Tabu Search,26,180
970,Tabu Search,26,180
971,Tabu Search,26,180
972,Tabu Search,26,180
973,Tabu Search,26,180
974,Tabu Search,26,180
975,Tabu Search,26,180
976,Tabu Search,26,180
977,Tabu Search,26,180
978,Tabu Search,26,180
979,Tabu Search,26,180
980,Tabu Search,26,180
981,Tabu Search,26,180
982,Tabu Search,26,180
983,Tabu Search,26,180
984,Tabu Search,26,180
985,Tabu Search,26,180
986,Tabu Search,26,180
987,Tabu Search,26,180
988,Tabu Search,26,180
989,Tabu Search,26,180
990,Tabu Search,26,180
991,Tabu Search,26,179
992,Tabu Search,26,179
993,Tabu Search,26,179
994,Tabu Search,26,179
995,Tabu Search,26,179
996,Tabu Search,26,179
997,Tabu Search,26,179
998,Tabu Search,26,179
999,Tabu Search,26,179
1000,Tabu Search,26,179
1001,Tabu Search,26,179
1002,Tabu Search,26,179
1003,Tabu Search,26,179
1004,Tabu Search,26,179
1005,Tabu Search,26,179
1006,Tabu Search,26,179
1007,Tabu Search,26,179
1008,Tabu Search,26,179
1009,Tabu Search,26,179
1010,Tabu Search,26,179
1011,Tabu Search,26,179
1012,Tabu Search,26,179
1013,Tabu Search,26,179
1014,Tabu Search,26,179
1015,Tabu Search,26,179
1016,Tabu Search,26,179
1017,Tabu Search,26,179
1018,Tabu Search,26,178
1019,Tabu Search,26,178
1020,Tabu Search,26,178
1021,Tabu Search,26,178
1022,Tabu Search,26,178
1023,Tabu Search,26,178
1024,Tabu Search,26,178
1025,Tabu Search,26,178
1026,Tabu Search,26,178
1027,Tabu Search,26,178
1028,Tabu Search,26,178
1029,Tabu Search,26,178
1030,Tabu Search,26,178
1031,Tabu Search,26,178
1032,Tabu Search,26,178
1033,Tabu Search,26,178
1034,Tabu Search,26,178
1035,Tabu Search,26,178
1036,Tabu Search,26,178
1037,Tabu Search,26,178
1038,Tabu Search,26,178
1039,Tabu Search,26,178
1040,Tabu Search,26,178
1041,Tabu Search,26,178
1042,Tabu Search,26,178
1043,Tabu Search,26,178
1044,Tabu Search,26,178
1045,Tabu Search,26,178
1046,Tabu Search,26,178
1047,Tabu Search,26,178
1048,Tabu Search,26,178
1049,Tabu Search,26,178
1050,Tabu Search,26,178
1051,Tabu Search,26,178
1052,Tabu Search,26,178
1053,Tabu Search,26,178
1054,Tabu Search,26,178
1055,Tabu Search,26,178
1056,Tabu Search,26,178
1057,Tabu Search,26,178
1058,Tabu Search,26,178
1059,Tabu Search,26,178
1060,Tabu Search,26,178
1061,Tabu Search,26,178
1062,Tabu Search,26,178
1063,Tabu Search,26,178
1064,Tabu Search,26,178
1065,Tabu Search,26,178
1066,Tabu Search,26,178
1067,Tabu Search,26,178
1068,Tabu Search,26,178
1069,Tabu Search,26,178
1070,Tabu Search,26,178
1071,Tabu Search,26,178
1072,Tabu Search,26,178
1073,Tabu Search,26,178
1074,Tabu Search,26,178
1075,Tabu Search,26,178
1076,Tabu Search,26,178
1077,Tabu Search,26,178
1078,Tabu Search,26,177
1079,Tabu Search,26,177
1080,Tabu Search,26,177
1081,Tabu Search,26,177
1082,Tabu Search,26,177
1083,Tabu Search,26,177
1084,Tabu Search,26,177
1085,Tabu Search,26,177
1086,Tabu Search,26,177
1087,Tabu Search,26,177
1088,Tabu Search,26,177
1089,Tabu Search,26,177
1090,Tabu Search,26,177
1091,Tabu Search,26,177
1092,Tabu Search,26,177
1093,Tabu Search,26,177
1094,Tabu Search,26,177
1095,Tabu Search,26,177
1096,Tabu Search,26,177
1097,Tabu Search,26,177
1098,Tabu Search,26,177
1099,Tabu Search,26,177
1100,Tabu Search,26,177
1101,Tabu Search,26,177
1102,Tabu Search,26,177
1103,Tabu Search,26,177
1104,Tabu Search,26,177
1105,Tabu Search,26,177
1106,Tabu Search,26,177
1107,Tabu Search,26,177
1108,Tabu Search,26,177
1109,Tabu Search,26,177
1110,Tabu Search,26,177
1111,Tabu Search,26,177
1112,Tabu Search,26,177
